x,y
-7.028928581072502,6.4616811224526725
7.918777552957355,1.5322502016589699
7.715440361386139,-1.0716574637285043
-6.947604274645996,7.059318527457278
8.229128891862757,5.2512649465692816
-8.0554487100318,-8.493532181985763
9.478448424925755,5.112010221920473
3.2795709971141402,6.691681378632788
7.278311150709899,1.7404817038711489
-6.221760264850875,-8.350355510566533
-6.143819608833643,6.25351824571942
2.9073094264723673,5.707053319928647
5.649792640567455,6.727065345807793
6.2894859369835725,-1.5609963899987833
-5.776018545921474,8.401523866707516
8.193462731273605,3.6769641673370024
8.61676217925533,-1.5759917187585537
-7.170198364512052,6.214710460076224
-5.387824714024988,6.455182450323495
3.496139731960519,4.959456629712658
-6.2792037856585665,-10.213292211329843
-5.950759873191705,8.8834269515134
-6.007084608349096,8.730178648435436
-4.566855579355909,-8.529599233160312
6.488450603829084,4.863824065283786
-6.780186500556833,-8.401152688118065
4.039667603299825,6.094890127494964
6.802538294088757,-1.0796591053780498
7.838926168985232,4.698890387270147
-6.159529894323889,8.802143447398159
7.607122531950875,4.226211682347814
-5.727837118401497,-8.107931281129174
-6.4328497093226575,6.812679675869324
5.029428677897075,-0.9696584712076566
-5.214922185506953,-8.469803535202363
6.04191997712193,-1.491616817871277
-6.160146965488668,5.780856873710614
6.315839469759724,-1.037329207807189
8.295690603925902,4.0503731051644145
7.483633586168774,3.256841067179419
7.468851402195489,-1.6440860772607775
8.050255663741371,3.621811681385597
-6.575090944338285,8.181071722237363
-6.986943626426799,-7.9707321268389295
2.0614218230231662,6.793180331229023
-6.847364324041418,7.615246929118192
-6.148635992921797,6.435005007327439
-7.356273682477613,-7.853539128297091
8.552604448086049,4.800005659815212
5.514475848653303,5.054705006932293
6.515329657513821,-2.9991714790130293
8.519585545389587,3.21963837451774
8.52523341769106,4.474092129199789
5.83309558750354,-2.255567007150402
-5.69958442862788,4.082580097294547
-6.661949286603805,6.873689873827146
4.976263384122228,6.607968970953597
7.346914243669975,-1.7690162979643143
7.604550692352818,-3.8179816295294664
8.103058418167203,-1.7691525419841017
-7.264445986678591,-9.243995178639523
8.294218039677713,3.60518126374837
2.3580751285634736,3.9221561800019167
7.105162654559386,-0.4230109217800162
-5.242626787245354,7.314293124705052
-6.304285785109426,-9.417868215323267
6.567762627130111,-0.4758511013452491
7.325152940088413,-1.9514001241439223
6.770188760720521,-2.1827299944320058
-6.695931638594287,-9.39486898055913
9.08740669646521,-1.3607649620545597
-6.690406743479488,-9.234054551011974
-5.497342394365137,7.522809850029246
6.446382534465017,-1.8308802043829187
-4.854362839961625,9.234248894582313
7.042307936109846,2.7373169484157365
7.995394295384213,-0.9294911121570264
9.014139682241293,-2.2809185801737035
1.9876311820236503,4.1953033586994595
7.199929538946869,3.9616465299586268
2.7896201129019635,7.291738334774825
8.19322599143319,3.9938059524943985
-7.824936929853647,-8.745253105564055
6.512114087908346,-0.8453115866049222
7.558709084992778,-0.8998335147237535
2.5432720572459946,3.3600134067715026
3.9148032802775625,4.612719767977106
8.229804816542847,3.5151888028429967
-6.738628551886504,7.684004740878519
-5.988667386724618,7.654931949135716
5.439750112445596,-3.6768023852351046
2.324077121708231,6.032818345495266
-7.224372413207712,6.780329042183999
-4.384533201293526,4.739891925546576
10.02158314022931,4.088881432647893
5.05783872087614,5.545766806916417
-5.471599020026126,6.693590299546282
3.7609661232335996,5.610034813757984
6.492723876976025,-3.278471205833041
6.455430437282279,-2.9708453123187537
6.17994163047749,-2.5365282043136905
7.199664214825966,-3.1831160256032778
-5.079775170178471,-10.146791241544403
6.704178612301373,-0.7030996333332991
7.636893783852675,6.335515409908261
-6.648800105421053,-11.09747152869084
-6.444079630301518,-10.316242234214473
4.848624045353173,4.493997443671182
-6.898908597543822,-8.005894618189846
7.877388512726393,-1.1553520415286396
-8.299513916863537,-8.725877976983517
5.216953581681824,-3.0065209735666594
4.778715623602629,-2.5312028318660644
-5.170659594661383,-8.56240687315441
-5.430464011048219,6.657081307834305
5.9699461985944495,-0.16576822741975272
-5.988566690012073,-7.561762668001842
-7.6612310158248675,-8.109770557199672
7.665085501150815,4.03474840678425
7.332896779914566,-0.5397937124606715
6.501737766767125,4.010298742779412
-6.487870643825501,-9.219877583220477
-5.913377533700604,-9.756205661180283
7.587966410799591,3.221209895878138
-8.536373491287602,4.779929536199512
5.116911311480908,6.337665388813611
7.244177009096419,0.007756589045413653
7.509351806796326,-1.8412238546452233
-7.053675735826701,5.175446120138716
-6.206555667731454,5.732640913689886
4.13399294374624,5.804514164895934
-5.308891380755457,-9.799285031611825
6.244462942773765,-1.2642077382058274
8.792292876470064,2.8516408123697268
-6.105109653977588,7.086310552738059
-6.3080332124659115,-8.291842583422593
8.478192251033892,2.6982085218890015
8.664142228853699,5.759682097081986
7.654910980821348,5.14124671282597
8.90809111294609,1.9461679046171232
3.9474940905065297,5.582888142686965
7.313654896648855,-1.4416439070270843
7.748124757222832,2.811330886413717
-5.2466534073127455,7.3789157325664165
-6.829408554540227,-8.232639865897493
5.446546816268347,-3.0352076133123385
9.029561641075295,3.414544166859327
2.423972264176528,6.725567156098089
4.25215843390854,6.473313803832678
-7.194907360058796,8.112774913573231
5.554831252685817,4.809051137588245
-6.234171732560609,-8.579064257601933
-6.34836024525519,-9.024338737442315
7.843544817683072,4.30232222391493
8.740700896770646,-2.04446113257559
-6.456220600723832,6.438544323162112
7.3036105716191395,6.161480292393984
3.075098603749857,5.046560432753945
-4.425400248934127,7.805535542934564
7.635720483288811,-3.2565540895828744
2.9004827234286576,5.201978728019888
7.9987657559005605,-1.0973895723370695
9.617267323384512,-2.575251082640987
7.836754427878675,2.987667824768429
-7.230929096888904,-7.771590498175003
4.90441595575843,4.253817660393165
4.233182654054097,5.8094814093839275
9.126663594446587,3.1891697073897243
-6.0774140680947335,5.061169449203184
-6.53383431357289,-7.638046104587057
11.351370218821275,3.995133005533955
7.005851361127986,-2.8691688477740467
-6.049301529657767,7.201242663415969
8.35574466276092,6.314721490056426
-6.673422482971925,6.97192438815042
-6.732791738903565,-7.585930690101942
7.300055440260095,4.667568858934672
-6.438321552655649,6.603502543912674
7.992921772000184,-2.885414557745975
-6.261876780201476,-7.883056164453849
4.142328058779973,7.681325472824863
5.73765554398876,-2.96051129918777
6.945056458235588,-1.5512545223736327
7.367858556822048,-1.5915063644286533
-4.8438035854021555,-10.319855589690725
-6.050905510765145,-6.515922088899158
2.201926457164107,8.329303247849968
-6.497504609719026,-9.00538476063215
-4.801130793159475,6.880376817065498
4.625289645496007,5.875392243715747
9.20388493153666,3.3160680432640732
7.481381478289535,3.4390999141409235
-5.367502444283187,-9.402190525263837
7.610244005031235,-1.1049385974329313
-6.297582350242345,-8.500410227812285
8.52302660312637,4.410455804488404
6.665282145439007,-3.516897057651089
5.21105284164982,-2.4922825526754013
8.555964432505897,5.159409411260445
-5.356111280674267,-8.402145583023371
10.654780183211631,6.0976549081129505
5.8134456387068045,-3.043877288970824
-5.242676998383248,-8.847102572616453
-5.675367398866486,-9.45081791806578
4.412840542918172,7.08691432020348
-3.790558288816949,7.408537407891187
6.353319672505881,-2.1586375214155242
-8.032858349840277,-9.10897210826488
9.542435078843816,4.267318402897988
6.07724174836926,-0.08919515072489093
-6.355702320017531,-9.447768980409057
5.0644285762343975,6.9996373495492055
4.372340304186295,6.10770257836875
8.584643784862445,5.014866489138798
7.4729814476182375,-2.030457142483005
7.557491464774384,-0.8195726740313185
4.309639428109012,4.982435626459388
3.5003390753648618,6.2391684843786654
3.5674875421132235,6.291989688677621
-4.564120426189538,-9.33872531621856
3.0505473292267435,4.0208058512215406
-4.75312152249173,7.97737026269392
8.828135117249287,4.06092434332484
8.133515120652433,-1.793181375417116
-6.883841261652315,-9.640423999447728
4.539426834291134,5.557197887146666
2.5393882190916903,4.210561976070197
7.954173130741392,3.7223948936064155
8.913453342622727,4.924010166962741
-6.0761398538190114,-8.854165565166054
-5.765110863880506,5.463390796208085
5.256928148814961,-4.023756896467016
8.039306635571588,4.984487418708381
7.390854058508728,-1.9906190896751887
8.487338103130094,5.067700110474687
7.871539532765254,4.60606337827272
7.762707708752602,2.6567056885931044
6.8785694030230635,2.8747785353821675
-5.759026886580243,6.452706735585018
7.074545962850143,-1.9482806276474685
-8.794114301507358,-9.91028760653224
2.3939087716688303,4.884119552842432
6.221355360954148,4.8007471753603
8.177836549043043,-1.7879089198190894
8.912716178999716,4.598259038760164
6.7603946091546225,-0.7948236451057462
10.200440758618642,4.030020556999927
6.320029665461389,-2.8304596576042704
-5.536345878742216,-8.978976216467004
-4.842919295985077,-9.414046938394664
6.982942377403067,-1.9824144372505361
8.46754628548008,2.228224668076667
6.029615058297397,-1.8161733782782645
-6.745998659443404,-7.20794531911327
9.345567278070499,-2.1941236662306958
8.380449744730988,4.3360112584800365
9.78988260445562,3.966195656359371
-6.3741826252674745,-10.740729126103073
7.645666853472827,-2.0805759166051407
4.250015834361111,5.753492338793278
5.250277321699284,-1.2635250014381172
6.551571303387184,-2.7072347145701112
-5.662965747751003,-7.774266699192194
-6.464809092210813,-11.562607980493604
2.601879295067967,6.217252513876506
3.3194585976784183,5.600357369156975
8.36490395839593,3.570256047774455
-6.645751824097121,-9.867818434076408
8.485633248912618,5.686140203906172
8.712523985853005,4.78055859942322
-5.289976075736923,7.748191427823932
-7.396014922734874,-9.930898399887765
4.633272007925932,7.269191972474149
-6.908697007409255,6.587515867901318
1.1977239334951508,5.898897610477842
5.231128051159154,4.719920350612767
-6.338437755569413,7.341803337896895
8.339498277312575,-2.6481862425597815
-6.60413514321794,5.355012020835059
2.6453969860275413,7.163987984018181
-5.865653678951814,7.341466805460004
9.770960421044078,2.154427165607763
8.423939899188587,4.55151018747155
-5.971282465836437,-7.542857067579379
-6.3422788720287615,7.6411390953661575
-5.917693973476059,5.780972920445128
8.246253308404736,4.270586628048252
-6.156671138402915,-9.896388593627558
2.852533589175708,5.919854656029135
4.138562438890272,5.662542755559273
